#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-4790-3p	0.00	hsa-mir-4790	0.00	0	0
hsa-miR-4791	0.00	hsa-mir-4791	0.00	0	0
hsa-miR-4793-3p	0.00	hsa-mir-4793	0.00	0	0
hsa-miR-4793-5p	0.00	hsa-mir-4793	0.00	0	0
hsa-miR-4794	0.00	hsa-mir-4794	0.00	0	0
hsa-miR-4795-5p	0.00	hsa-mir-4795	0.00	0	0
hsa-miR-4795-3p	0.00	hsa-mir-4795	0.00	0	0
hsa-miR-4796-5p	0.00	hsa-mir-4796	0.00	0	0
hsa-miR-4796-3p	0.00	hsa-mir-4796	0.00	0	0
hsa-miR-4797-3p	0.00	hsa-mir-4797	0.00	0	0
hsa-miR-4797-5p	0.00	hsa-mir-4797	0.00	0	0
hsa-miR-4798-5p	0.00	hsa-mir-4798	0.00	0	0
hsa-miR-4798-3p	0.00	hsa-mir-4798	0.00	0	0
hsa-miR-4799-5p	0.00	hsa-mir-4799	0.00	0	0
hsa-miR-4799-3p	0.00	hsa-mir-4799	0.00	0	0
hsa-miR-4800-3p	0.00	hsa-mir-4800	0.00	0	0
hsa-miR-4800-5p	0.00	hsa-mir-4800	0.00	0	0
hsa-miR-4801	0.00	hsa-mir-4801	0.00	0	0
hsa-miR-4802-5p	0.00	hsa-mir-4802	0.00	0	0
hsa-miR-4802-3p	0.00	hsa-mir-4802	0.00	0	0
hsa-miR-4803	0.00	hsa-mir-4803	0.00	0	0
hsa-miR-4804-3p	0.00	hsa-mir-4804	0.00	0	0
hsa-miR-4804-5p	0.00	hsa-mir-4804	0.00	0	0
hsa-miR-483-3p	0.00	hsa-mir-483	0.00	0	0
hsa-miR-483-5p	0.00	hsa-mir-483	0.00	0	0
hsa-miR-484	3.00	hsa-mir-484	3.00	3.00	97.90
hsa-miR-485-5p	0.00	hsa-mir-485	0.00	0	0
hsa-miR-485-3p	0.00	hsa-mir-485	0.00	0	0
hsa-miR-486-3p	0.00	hsa-mir-486-1	0.00	0	0
hsa-miR-486-5p	1.00	hsa-mir-486-1	1.00	1.00	32.63
hsa-miR-486-3p	0.00	hsa-mir-486-2	0.00	0	0
hsa-miR-486-5p	1.00	hsa-mir-486-2	1.00	1.00	32.63
hsa-miR-487a-3p	0.00	hsa-mir-487a	0.00	0	0
hsa-miR-487a-5p	0.00	hsa-mir-487a	0.00	0	0
hsa-miR-487b-3p	1.00	hsa-mir-487b	1.00	1.00	32.63
hsa-miR-487b-5p	0.00	hsa-mir-487b	0.00	0	0
hsa-miR-488-5p	0.00	hsa-mir-488	0.00	0	0
hsa-miR-488-3p	0.00	hsa-mir-488	0.00	0	0
hsa-miR-489-3p	0.00	hsa-mir-489	0.00	0	0
hsa-miR-489-5p	0.00	hsa-mir-489	0.00	0	0
hsa-miR-490-3p	2.00	hsa-mir-490	2.00	2.00	65.27
hsa-miR-490-5p	3.00	hsa-mir-490	3.00	3.00	97.90
hsa-miR-491-5p	0.00	hsa-mir-491	0.00	0	0
hsa-miR-491-3p	0.00	hsa-mir-491	0.00	0	0
hsa-miR-492	0.00	hsa-mir-492	0.00	0	0
hsa-miR-493-3p	0.00	hsa-mir-493	0.00	0	0
hsa-miR-493-5p	0.00	hsa-mir-493	0.00	0	0
hsa-miR-494-5p	0.00	hsa-mir-494	0.00	0	0
hsa-miR-494-3p	0.00	hsa-mir-494	0.00	0	0
hsa-miR-495-5p	0.00	hsa-mir-495	0.00	0	0
hsa-miR-495-3p	1.00	hsa-mir-495	1.00	1.00	32.63
hsa-miR-496	0.00	hsa-mir-496	0.00	0	0
hsa-miR-497-3p	0.00	hsa-mir-497	0.00	0	0
hsa-miR-497-5p	5.00	hsa-mir-497	5.00	5.00	163.17
hsa-miR-498-5p	0.00	hsa-mir-498	0.00	0	0
hsa-miR-498-3p	0.00	hsa-mir-498	0.00	0	0
hsa-miR-4999-5p	0.00	hsa-mir-4999	0.00	0	0
hsa-miR-4999-3p	0.00	hsa-mir-4999	0.00	0	0
hsa-miR-499a-5p	0.00	hsa-mir-499a	0.00	0	0
hsa-miR-499a-3p	0.00	hsa-mir-499a	0.00	0	0
hsa-miR-499b-3p	0.00	hsa-mir-499b	0.00	0	0
hsa-miR-499b-5p	0.00	hsa-mir-499b	0.00	0	0
hsa-miR-5000-3p	0.00	hsa-mir-5000	0.00	0	0
hsa-miR-5000-5p	0.00	hsa-mir-5000	0.00	0	0
hsa-miR-5001-5p	0.00	hsa-mir-5001	0.00	0	0
hsa-miR-5001-3p	0.00	hsa-mir-5001	0.00	0	0
hsa-miR-5002-5p	0.00	hsa-mir-5002	0.00	0	0
hsa-miR-5002-3p	0.00	hsa-mir-5002	0.00	0	0
hsa-miR-5003-3p	0.00	hsa-mir-5003	0.00	0	0
hsa-miR-5003-5p	0.00	hsa-mir-5003	0.00	0	0
hsa-miR-5004-3p	0.00	hsa-mir-5004	0.00	0	0
hsa-miR-5004-5p	0.00	hsa-mir-5004	0.00	0	0
hsa-miR-5006-5p	0.00	hsa-mir-5006	0.00	0	0
hsa-miR-5006-3p	0.00	hsa-mir-5006	0.00	0	0
hsa-miR-5007-3p	0.00	hsa-mir-5007	0.00	0	0
hsa-miR-5007-5p	0.00	hsa-mir-5007	0.00	0	0
hsa-miR-5008-5p	0.00	hsa-mir-5008	0.00	0	0
hsa-miR-5008-3p	0.00	hsa-mir-5008	0.00	0	0
hsa-miR-5009-3p	0.00	hsa-mir-5009	0.00	0	0
hsa-miR-5009-5p	0.00	hsa-mir-5009	0.00	0	0
hsa-miR-500a-3p	2.00	hsa-mir-500a	2.00	2.00	65.27
hsa-miR-500a-5p	1.00	hsa-mir-500a	1.00	1.00	32.63
hsa-miR-500b-5p	0.00	hsa-mir-500b	0.00	0	0
hsa-miR-500b-3p	0.00	hsa-mir-500b	0.00	0	0
hsa-miR-501-3p	0.00	hsa-mir-501	0.00	0	0
hsa-miR-501-5p	1.00	hsa-mir-501	1.00	1.00	32.63
hsa-miR-5010-5p	0.00	hsa-mir-5010	0.00	0	0
hsa-miR-5010-3p	1.00	hsa-mir-5010	1.00	1.00	32.63
hsa-miR-5011-3p	0.00	hsa-mir-5011	0.00	0	0
hsa-miR-5011-5p	0.00	hsa-mir-5011	0.00	0	0
hsa-miR-502-3p	1.00	hsa-mir-502	1.00	1.00	32.63
hsa-miR-502-5p	0.00	hsa-mir-502	0.00	0	0
hsa-miR-503-3p	0.00	hsa-mir-503	0.00	0	0
hsa-miR-503-5p	0.00	hsa-mir-503	0.00	0	0
hsa-miR-504-3p	0.00	hsa-mir-504	0.00	0	0
hsa-miR-504-5p	1.00	hsa-mir-504	1.00	1.00	32.63
hsa-miR-5047	0.00	hsa-mir-5047	0.00	0	0
hsa-miR-505-3p	0.00	hsa-mir-505	0.00	0	0
hsa-miR-505-5p	0.00	hsa-mir-505	0.00	0	0
hsa-miR-506-3p	0.00	hsa-mir-506	0.00	0	0
hsa-miR-506-5p	0.00	hsa-mir-506	0.00	0	0
hsa-miR-507	0.00	hsa-mir-507	0.00	0	0
hsa-miR-508-5p	0.00	hsa-mir-508	0.00	0	0
hsa-miR-508-3p	0.00	hsa-mir-508	0.00	0	0
hsa-miR-5087	0.00	hsa-mir-5087	0.00	0	0
hsa-miR-5088-5p	0.00	hsa-mir-5088	0.00	0	0
hsa-miR-5088-3p	0.00	hsa-mir-5088	0.00	0	0
hsa-miR-5089-5p	0.00	hsa-mir-5089	0.00	0	0
hsa-miR-5089-3p	0.00	hsa-mir-5089	0.00	0	0
hsa-miR-509-5p	0.00	hsa-mir-509-1	0.00	0	0
hsa-miR-509-3p	0.00	hsa-mir-509-1	0.00	0	0
hsa-miR-509-5p	0.00	hsa-mir-509-2	0.00	0	0
hsa-miR-509-3p	0.00	hsa-mir-509-2	0.00	0	0
hsa-miR-509-3-5p	0.00	hsa-mir-509-3	0.00	0	0
hsa-miR-509-3p	0.00	hsa-mir-509-3	0.00	0	0
hsa-miR-5090	0.00	hsa-mir-5090	0.00	0	0
hsa-miR-5091	0.00	hsa-mir-5091	0.00	0	0
hsa-miR-5092	0.00	hsa-mir-5092	0.00	0	0
hsa-miR-5093	0.00	hsa-mir-5093	0.00	0	0
hsa-miR-5094	0.00	hsa-mir-5094	0.00	0	0
hsa-miR-510-5p	0.00	hsa-mir-510	0.00	0	0
hsa-miR-510-3p	0.00	hsa-mir-510	0.00	0	0
hsa-miR-5100	0.00	hsa-mir-5100	0.00	0	0
hsa-miR-511-3p	0.00	hsa-mir-511	0.00	0	0
hsa-miR-511-5p	0.00	hsa-mir-511	0.00	0	0
hsa-miR-512-3p	0.00	hsa-mir-512-1	0.00	0	0
hsa-miR-512-5p	0.00	hsa-mir-512-1	0.00	0	0
hsa-miR-512-3p	0.00	hsa-mir-512-2	0.00	0	0
hsa-miR-512-5p	0.00	hsa-mir-512-2	0.00	0	0
hsa-miR-513a-3p	0.00	hsa-mir-513a-1	0.00	0	0
hsa-miR-513a-5p	0.00	hsa-mir-513a-1	0.00	0	0
hsa-miR-513a-3p	0.00	hsa-mir-513a-2	0.00	0	0
hsa-miR-513a-5p	0.00	hsa-mir-513a-2	0.00	0	0
hsa-miR-513b-3p	0.00	hsa-mir-513b	0.00	0	0
hsa-miR-513b-5p	0.00	hsa-mir-513b	0.00	0	0
hsa-miR-513c-5p	0.00	hsa-mir-513c	0.00	0	0
hsa-miR-513c-3p	0.00	hsa-mir-513c	0.00	0	0
hsa-miR-514a-5p	0.00	hsa-mir-514a-1	0.00	0	0
hsa-miR-514a-3p	0.00	hsa-mir-514a-1	0.00	0	0
hsa-miR-514a-5p	0.00	hsa-mir-514a-2	0.00	0	0
hsa-miR-514a-3p	0.00	hsa-mir-514a-2	0.00	0	0
hsa-miR-514a-5p	0.00	hsa-mir-514a-3	0.00	0	0
hsa-miR-514a-3p	0.00	hsa-mir-514a-3	0.00	0	0
hsa-miR-514b-5p	0.00	hsa-mir-514b	0.00	0	0
hsa-miR-514b-3p	0.00	hsa-mir-514b	0.00	0	0
hsa-miR-515-5p	0.00	hsa-mir-515-1	0.00	0	0
hsa-miR-515-3p	0.00	hsa-mir-515-1	0.00	0	0
hsa-miR-515-5p	0.00	hsa-mir-515-2	0.00	0	0
hsa-miR-515-3p	0.00	hsa-mir-515-2	0.00	0	0
hsa-miR-516a-5p	0.00	hsa-mir-516a-1	0.00	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516a-1	0.00	0	0
hsa-miR-516a-5p	0.00	hsa-mir-516a-2	0.00	0	0
hsa-miR-516a-3p	0.00	hsa-mir-516a-2	0.00	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516b-1	0.00	0	0
hsa-miR-516b-5p	0.00	hsa-mir-516b-1	0.00	0	0
hsa-miR-516b-3p	0.00	hsa-mir-516b-2	0.00	0	0
hsa-miR-516b-5p	0.00	hsa-mir-516b-2	0.00	0	0
hsa-miR-517a-3p	0.00	hsa-mir-517a	0.00	0	0
hsa-miR-517-5p	0.00	hsa-mir-517a	0.00	0	0
hsa-miR-517b-3p	0.00	hsa-mir-517b	0.00	0	0
hsa-miR-517-5p	0.00	hsa-mir-517b	0.00	0	0
hsa-miR-517-5p	0.00	hsa-mir-517c	0.00	0	0
hsa-miR-517c-3p	0.00	hsa-mir-517c	0.00	0	0
hsa-miR-5186	0.00	hsa-mir-5186	0.00	0	0
hsa-miR-5187-5p	0.00	hsa-mir-5187	0.00	0	0
hsa-miR-5187-3p	0.00	hsa-mir-5187	0.00	0	0
hsa-miR-5188	0.00	hsa-mir-5188	0.00	0	0
hsa-miR-5189-3p	0.00	hsa-mir-5189	0.00	0	0
hsa-miR-5189-5p	0.00	hsa-mir-5189	0.00	0	0
hsa-miR-518a-5p	0.00	hsa-mir-518a-1	0.00	0	0
hsa-miR-518a-3p	0.00	hsa-mir-518a-1	0.00	0	0
hsa-miR-518a-5p	0.00	hsa-mir-518a-2	0.00	0	0
hsa-miR-518a-3p	0.00	hsa-mir-518a-2	0.00	0	0
hsa-miR-518b	0.00	hsa-mir-518b	0.00	0	0
hsa-miR-518c-5p	0.00	hsa-mir-518c	0.00	0	0
hsa-miR-518c-3p	0.00	hsa-mir-518c	0.00	0	0
hsa-miR-518d-3p	0.00	hsa-mir-518d	0.00	0	0
hsa-miR-518d-5p	0.00	hsa-mir-518d	0.00	0	0
hsa-miR-518e-3p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-518e-5p	0.00	hsa-mir-518e	0.00	0	0
hsa-miR-518f-3p	0.00	hsa-mir-518f	0.00	0	0
hsa-miR-518f-5p	0.00	hsa-mir-518f	0.00	0	0
hsa-miR-5190	0.00	hsa-mir-5190	0.00	0	0
hsa-miR-5191	0.00	hsa-mir-5191	0.00	0	0
hsa-miR-5192	0.00	hsa-mir-5192	0.00	0	0
hsa-miR-5193	0.00	hsa-mir-5193	0.00	0	0
hsa-miR-5194	0.00	hsa-mir-5194	0.00	0	0
hsa-miR-5195-5p	0.00	hsa-mir-5195	0.00	0	0
hsa-miR-5195-3p	0.00	hsa-mir-5195	0.00	0	0
hsa-miR-5196-3p	0.00	hsa-mir-5196	0.00	0	0
hsa-miR-5196-5p	0.00	hsa-mir-5196	0.00	0	0
hsa-miR-5197-5p	0.00	hsa-mir-5197	0.00	0	0
hsa-miR-5197-3p	0.00	hsa-mir-5197	0.00	0	0
hsa-miR-519a-3p	0.00	hsa-mir-519a-1	0.00	0	0
hsa-miR-519a-5p	1.00	hsa-mir-519a-1	1.00	1.00	32.63
hsa-miR-519a-3p	0.00	hsa-mir-519a-2	0.00	0	0
hsa-miR-519a-2-5p	0.00	hsa-mir-519a-2	0.00	0	0
hsa-miR-519b-3p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-519b-5p	0.00	hsa-mir-519b	0.00	0	0
hsa-miR-519c-3p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-519c-5p	0.00	hsa-mir-519c	0.00	0	0
hsa-miR-519d-3p	0.00	hsa-mir-519d	0.00	0	0
hsa-miR-519d-5p	0.00	hsa-mir-519d	0.00	0	0
hsa-miR-519e-5p	0.00	hsa-mir-519e	0.00	0	0
hsa-miR-519e-3p	0.00	hsa-mir-519e	0.00	0	0
hsa-miR-520a-3p	0.00	hsa-mir-520a	0.00	0	0
hsa-miR-520a-5p	0.00	hsa-mir-520a	0.00	0	0
hsa-miR-520b-5p	0.00	hsa-mir-520b	0.00	0	0
hsa-miR-520b-3p	0.00	hsa-mir-520b	0.00	0	0
hsa-miR-520c-5p	0.00	hsa-mir-520c	0.00	0	0
hsa-miR-520c-3p	0.00	hsa-mir-520c	0.00	0	0
hsa-miR-520d-5p	0.00	hsa-mir-520d	0.00	0	0
hsa-miR-520d-3p	0.00	hsa-mir-520d	0.00	0	0
hsa-miR-520e-3p	0.00	hsa-mir-520e	0.00	0	0
hsa-miR-520e-5p	0.00	hsa-mir-520e	0.00	0	0
hsa-miR-520f-5p	0.00	hsa-mir-520f	0.00	0	0
hsa-miR-520f-3p	0.00	hsa-mir-520f	0.00	0	0
hsa-miR-520g-5p	0.00	hsa-mir-520g	0.00	0	0
hsa-miR-520g-3p	0.00	hsa-mir-520g	0.00	0	0
hsa-miR-520h	0.00	hsa-mir-520h	0.00	0	0
hsa-miR-521	0.00	hsa-mir-521-1	0.00	0	0
hsa-miR-521	0.00	hsa-mir-521-2	0.00	0	0
hsa-miR-522-5p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-522-3p	0.00	hsa-mir-522	0.00	0	0
hsa-miR-523-3p	0.00	hsa-mir-523	0.00	0	0
hsa-miR-523-5p	0.00	hsa-mir-523	0.00	0	0
hsa-miR-524-3p	0.00	hsa-mir-524	0.00	0	0
hsa-miR-524-5p	0.00	hsa-mir-524	0.00	0	0
hsa-miR-525-5p	0.00	hsa-mir-525	0.00	0	0
hsa-miR-525-3p	0.00	hsa-mir-525	0.00	0	0
hsa-miR-526a-5p	0.00	hsa-mir-526a-1	0.00	0	0
hsa-miR-526a-3p	0.00	hsa-mir-526a-1	0.00	0	0
hsa-miR-526a-5p	0.00	hsa-mir-526a-2	0.00	0	0
hsa-miR-526b-5p	0.00	hsa-mir-526b	0.00	0	0
hsa-miR-526b-3p	0.00	hsa-mir-526b	0.00	0	0
hsa-miR-527	0.00	hsa-mir-527	0.00	0	0
hsa-miR-532-3p	0.00	hsa-mir-532	0.00	0	0
hsa-miR-532-5p	10.00	hsa-mir-532	10.00	10.00	326.34
hsa-miR-539-3p	0.00	hsa-mir-539	0.00	0	0
hsa-miR-539-5p	0.00	hsa-mir-539	0.00	0	0
hsa-miR-541-5p	0.00	hsa-mir-541	0.00	0	0
hsa-miR-541-3p	0.00	hsa-mir-541	0.00	0	0
hsa-miR-542-3p	0.00	hsa-mir-542	0.00	0	0
hsa-miR-542-5p	0.00	hsa-mir-542	0.00	0	0
hsa-miR-543	0.00	hsa-mir-543	0.00	0	0
hsa-miR-544a	0.00	hsa-mir-544a	0.00	0	0
hsa-miR-544b	0.00	hsa-mir-544b	0.00	0	0
hsa-miR-545-5p	0.00	hsa-mir-545	0.00	0	0
hsa-miR-545-3p	0.00	hsa-mir-545	0.00	0	0
hsa-miR-548a-3p	0.00	hsa-mir-548a-1	0.00	0	0
hsa-miR-548a-3p	0.00	hsa-mir-548a-2	0.00	0	0
hsa-miR-548a-5p	0.00	hsa-mir-548a-3	0.00	0	0
hsa-miR-548a-3p	0.00	hsa-mir-548a-3	0.00	0	0
hsa-miR-548aa	0.00	hsa-mir-548aa-1	0.00	0	0
hsa-miR-548aa	0.00	hsa-mir-548aa-2	0.00	0	0
hsa-miR-548ab	0.00	hsa-mir-548ab	0.00	0	0
hsa-miR-548ac	0.00	hsa-mir-548ac	0.00	0	0
hsa-miR-548ad-5p	0.00	hsa-mir-548ad	0.00	0	0
hsa-miR-548ad-3p	0.00	hsa-mir-548ad	0.00	0	0
hsa-miR-548ae-3p	0.00	hsa-mir-548ae-1	0.00	0	0
hsa-miR-548ae-3p	0.00	hsa-mir-548ae-2	0.00	0	0
hsa-miR-548ae-5p	1.00	hsa-mir-548ae-2	1.00	1.00	32.63
hsa-miR-548ag	0.00	hsa-mir-548ag-1	0.00	0	0
hsa-miR-548ag	0.00	hsa-mir-548ag-2	0.00	0	0
hsa-miR-548ah-3p	0.00	hsa-mir-548ah	0.00	0	0
hsa-miR-548ah-5p	0.00	hsa-mir-548ah	0.00	0	0
hsa-miR-548ai	0.00	hsa-mir-548ai	0.00	0	0
hsa-miR-548aj-3p	0.00	hsa-mir-548aj-1	0.00	0	0
hsa-miR-548aj-3p	0.00	hsa-mir-548aj-2	0.00	0	0
hsa-miR-548aj-5p	0.00	hsa-mir-548aj-2	0.00	0	0
hsa-miR-548ak	0.00	hsa-mir-548ak	0.00	0	0
hsa-miR-548al	0.00	hsa-mir-548al	0.00	0	0
hsa-miR-548am-5p	0.00	hsa-mir-548am	0.00	0	0
hsa-miR-548am-3p	0.00	hsa-mir-548am	0.00	0	0
hsa-miR-548an	0.00	hsa-mir-548an	0.00	0	0
hsa-miR-548ao-3p	0.00	hsa-mir-548ao	0.00	0	0
hsa-miR-548ao-5p	0.00	hsa-mir-548ao	0.00	0	0
hsa-miR-548ap-3p	0.00	hsa-mir-548ap	0.00	0	0
hsa-miR-548ap-5p	0.00	hsa-mir-548ap	0.00	0	0
hsa-miR-548aq-3p	0.00	hsa-mir-548aq	0.00	0	0
hsa-miR-548aq-5p	0.00	hsa-mir-548aq	0.00	0	0
hsa-miR-548ar-5p	0.00	hsa-mir-548ar	0.00	0	0
hsa-miR-548ar-3p	0.00	hsa-mir-548ar	0.00	0	0
hsa-miR-548as-5p	0.00	hsa-mir-548as	0.00	0	0
hsa-miR-548as-3p	0.00	hsa-mir-548as	0.00	0	0
hsa-miR-548at-3p	0.00	hsa-mir-548at	0.00	0	0
hsa-miR-548at-5p	0.00	hsa-mir-548at	0.00	0	0
hsa-miR-548au-5p	0.00	hsa-mir-548au	0.00	0	0
hsa-miR-548au-3p	0.00	hsa-mir-548au	0.00	0	0
hsa-miR-548av-3p	0.00	hsa-mir-548av	0.00	0	0
hsa-miR-548av-5p	0.00	hsa-mir-548av	0.00	0	0
hsa-miR-548aw	0.00	hsa-mir-548aw	0.00	0	0
hsa-miR-548ax	0.00	hsa-mir-548ax	0.00	0	0
hsa-miR-548ay-5p	0.00	hsa-mir-548ay	0.00	0	0
hsa-miR-548ay-3p	0.00	hsa-mir-548ay	0.00	0	0
hsa-miR-548az-3p	0.00	hsa-mir-548az	0.00	0	0
hsa-miR-548az-5p	0.00	hsa-mir-548az	0.00	0	0
hsa-miR-548b-3p	0.00	hsa-mir-548b	0.00	0	0
hsa-miR-548b-5p	0.00	hsa-mir-548b	0.00	0	0
hsa-miR-548ba	0.00	hsa-mir-548ba	0.00	0	0
hsa-miR-548bb-3p	0.00	hsa-mir-548bb	0.00	0	0
hsa-miR-548bb-5p	0.00	hsa-mir-548bb	0.00	0	0
hsa-miR-548bc	1.00	hsa-mir-548bc	1.00	1.00	32.63
hsa-miR-548c-5p	0.00	hsa-mir-548c	0.00	0	0
hsa-miR-548c-3p	0.00	hsa-mir-548c	0.00	0	0
hsa-miR-548d-3p	0.00	hsa-mir-548d-1	0.00	0	0
hsa-miR-548d-5p	0.00	hsa-mir-548d-1	0.00	0	0
hsa-miR-548d-3p	0.00	hsa-mir-548d-2	0.00	0	0
hsa-miR-548d-5p	0.00	hsa-mir-548d-2	0.00	0	0
hsa-miR-548e-3p	1.00	hsa-mir-548e	1.00	1.00	32.63
hsa-miR-548e-5p	0.00	hsa-mir-548e	0.00	0	0
hsa-miR-548f-5p	0.00	hsa-mir-548f-1	0.00	0	0
hsa-miR-548f-3p	0.00	hsa-mir-548f-1	0.00	0	0
hsa-miR-548f-3p	0.00	hsa-mir-548f-2	0.00	0	0
hsa-miR-548f-3p	0.00	hsa-mir-548f-3	0.00	0	0
hsa-miR-548f-3p	0.00	hsa-mir-548f-4	0.00	0	0
hsa-miR-548f-3p	0.00	hsa-mir-548f-5	0.00	0	0
hsa-miR-548g-3p	0.00	hsa-mir-548g	0.00	0	0
hsa-miR-548g-5p	0.00	hsa-mir-548g	0.00	0	0
hsa-miR-548h-5p	0.00	hsa-mir-548h-1	0.00	0	0
hsa-miR-548h-5p	0.00	hsa-mir-548h-2	0.00	0	0
hsa-miR-548h-5p	0.00	hsa-mir-548h-3	0.00	0	0
hsa-miR-548h-3p	0.00	hsa-mir-548h-4	0.00	0	0
hsa-miR-548h-5p	0.00	hsa-mir-548h-4	0.00	0	0
hsa-miR-548h-5p	0.00	hsa-mir-548h-5	0.00	0	0
hsa-miR-548i	0.00	hsa-mir-548i-1	0.00	0	0
hsa-miR-548i	0.00	hsa-mir-548i-2	0.00	0	0
hsa-miR-548i	0.00	hsa-mir-548i-3	0.00	0	0
hsa-miR-548i	0.00	hsa-mir-548i-4	0.00	0	0
hsa-miR-548j-5p	0.00	hsa-mir-548j	0.00	0	0
hsa-miR-548j-3p	0.00	hsa-mir-548j	0.00	0	0
hsa-miR-548k	0.00	hsa-mir-548k	0.00	0	0
hsa-miR-548l	0.00	hsa-mir-548l	0.00	0	0
hsa-miR-548m	0.00	hsa-mir-548m	0.00	0	0
hsa-miR-548n	0.00	hsa-mir-548n	0.00	0	0
hsa-miR-548o-3p	1.00	hsa-mir-548o	1.00	1.00	32.63
hsa-miR-548o-5p	0.00	hsa-mir-548o-2	0.00	0	0
hsa-miR-548o-3p	1.00	hsa-mir-548o-2	1.00	1.00	32.63
hsa-miR-548p	0.00	hsa-mir-548p	0.00	0	0
hsa-miR-548q	0.00	hsa-mir-548q	0.00	0	0
hsa-miR-548s	1.00	hsa-mir-548s	1.00	1.00	32.63
hsa-miR-548t-3p	0.00	hsa-mir-548t	0.00	0	0
hsa-miR-548t-5p	0.00	hsa-mir-548t	0.00	0	0
hsa-miR-548u	0.00	hsa-mir-548u	0.00	0	0
hsa-miR-548v	0.00	hsa-mir-548v	0.00	0	0
hsa-miR-548w	0.00	hsa-mir-548w	0.00	0	0
hsa-miR-548x-3p	0.00	hsa-mir-548x	0.00	0	0
hsa-miR-548x-5p	0.00	hsa-mir-548x	0.00	0	0
hsa-miR-548x-3p	0.00	hsa-mir-548x-2	0.00	0	0
hsa-miR-548y	0.00	hsa-mir-548y	0.00	0	0
hsa-miR-548z	0.00	hsa-mir-548z	0.00	0	0
hsa-miR-549a-3p	0.00	hsa-mir-549a	0.00	0	0
hsa-miR-549a-5p	0.00	hsa-mir-549a	0.00	0	0
hsa-miR-550a-5p	0.00	hsa-mir-550a-1	0.00	0	0
hsa-miR-550a-3-5p	0.00	hsa-mir-550a-1	0.00	0	0
hsa-miR-550a-3p	0.00	hsa-mir-550a-1	0.00	0	0
hsa-miR-550a-5p	0.00	hsa-mir-550a-2	0.00	0	0
hsa-miR-550a-3-5p	0.00	hsa-mir-550a-2	0.00	0	0
hsa-miR-550a-3p	0.00	hsa-mir-550a-2	0.00	0	0
hsa-miR-550a-3-5p	0.00	hsa-mir-550a-3	0.00	0	0
hsa-miR-550a-3p	0.00	hsa-mir-550a-3	0.00	0	0
hsa-miR-550b-3p	0.00	hsa-mir-550b-1	0.00	0	0
hsa-miR-550b-2-5p	0.00	hsa-mir-550b-1	0.00	0	0
hsa-miR-550b-3p	0.00	hsa-mir-550b-2	0.00	0	0
hsa-miR-550b-2-5p	0.00	hsa-mir-550b-2	0.00	0	0
hsa-miR-551a	0.00	hsa-mir-551a	0.00	0	0
hsa-miR-551b-3p	0.00	hsa-mir-551b	0.00	0	0
hsa-miR-551b-5p	0.00	hsa-mir-551b	0.00	0	0
hsa-miR-552-3p	4.00	hsa-mir-552	4.00	4.00	130.54
hsa-miR-552-5p	1.00	hsa-mir-552	1.00	1.00	32.63
hsa-miR-553	0.00	hsa-mir-553	0.00	0	0
hsa-miR-554	0.00	hsa-mir-554	0.00	0	0
hsa-miR-555	0.00	hsa-mir-555	0.00	0	0
hsa-miR-556-3p	0.00	hsa-mir-556	0.00	0	0
hsa-miR-556-5p	0.00	hsa-mir-556	0.00	0	0
hsa-miR-557	0.00	hsa-mir-557	0.00	0	0
hsa-miR-5571-3p	0.00	hsa-mir-5571	0.00	0	0
hsa-miR-5571-5p	0.00	hsa-mir-5571	0.00	0	0
hsa-miR-5572	0.00	hsa-mir-5572	0.00	0	0
hsa-miR-5579-5p	0.00	hsa-mir-5579	0.00	0	0
hsa-miR-5579-3p	0.00	hsa-mir-5579	0.00	0	0
hsa-miR-558	0.00	hsa-mir-558	0.00	0	0
hsa-miR-5580-5p	0.00	hsa-mir-5580	0.00	0	0
hsa-miR-5580-3p	0.00	hsa-mir-5580	0.00	0	0
hsa-miR-5581-5p	0.00	hsa-mir-5581	0.00	0	0
hsa-miR-5581-3p	0.00	hsa-mir-5581	0.00	0	0
hsa-miR-5582-3p	0.00	hsa-mir-5582	0.00	0	0
hsa-miR-5582-5p	0.00	hsa-mir-5582	0.00	0	0
hsa-miR-5583-3p	0.00	hsa-mir-5583-1	0.00	0	0
hsa-miR-5583-5p	0.00	hsa-mir-5583-1	0.00	0	0
hsa-miR-5583-3p	0.00	hsa-mir-5583-2	0.00	0	0
hsa-miR-5583-5p	0.00	hsa-mir-5583-2	0.00	0	0
hsa-miR-5584-5p	0.00	hsa-mir-5584	0.00	0	0
hsa-miR-5584-3p	0.00	hsa-mir-5584	0.00	0	0
hsa-miR-5585-5p	0.00	hsa-mir-5585	0.00	0	0
hsa-miR-5585-3p	0.00	hsa-mir-5585	0.00	0	0
hsa-miR-5586-5p	0.00	hsa-mir-5586	0.00	0	0
hsa-miR-5586-3p	0.00	hsa-mir-5586	0.00	0	0
hsa-miR-5587-3p	0.00	hsa-mir-5587	0.00	0	0
